,workclass,marital-status,occupation,relationship,race,gender,native-country,age,educational-num,capital-gain,capital-loss,hours-per-week,target
24400,4.0,4.0,1.0,4.0,4.0,0.0,39.0,30,9,0,0,40,0
28690,6.0,2.0,3.0,0.0,4.0,1.0,39.0,57,9,0,0,50,1
8455,0.0,4.0,0.0,1.0,1.0,0.0,37.0,22,10,0,0,12,0
801,4.0,4.0,12.0,1.0,0.0,1.0,39.0,22,9,0,0,55,0
6914,2.0,0.0,3.0,3.0,4.0,0.0,33.0,40,9,0,0,40,0
13254,0.0,4.0,0.0,3.0,2.0,1.0,39.0,18,6,0,0,40,0
18148,1.0,2.0,10.0,0.0,1.0,1.0,3.0,64,16,0,0,40,1
26711,4.0,2.0,12.0,0.0,4.0,1.0,39.0,42,9,0,0,40,0
10316,4.0,4.0,3.0,2.0,0.0,1.0,39.0,37,9,27828,0,48,1
36717,4.0,5.0,4.0,1.0,4.0,0.0,39.0,24,13,0,0,40,0
768,4.0,2.0,4.0,5.0,4.0,0.0,39.0,29,13,0,0,42,1
25337,0.0,2.0,0.0,0.0,4.0,1.0,39.0,65,9,0,0,40,0
31247,4.0,4.0,1.0,1.0,2.0,0.0,39.0,65,9,2993,0,40,0
28745,4.0,0.0,1.0,4.0,4.0,0.0,39.0,58,9,99999,0,40,1
12584,4.0,4.0,10.0,1.0,4.0,1.0,39.0,43,12,0,0,50,1
28153,2.0,0.0,11.0,4.0,2.0,0.0,39.0,34,10,0,0,40,0
19904,4.0,2.0,14.0,0.0,4.0,1.0,39.0,54,13,0,0,40,0
35195,4.0,2.0,3.0,2.0,1.0,1.0,19.0,46,10,0,0,40,0
12109,4.0,4.0,1.0,3.0,4.0,1.0,39.0,17,10,0,0,20,0
27060,2.0,2.0,10.0,0.0,4.0,1.0,39.0,55,10,0,0,40,0
16194,4.0,2.0,4.0,0.0,4.0,1.0,39.0,28,13,0,0,60,0
37979,4.0,2.0,14.0,2.0,4.0,1.0,39.0,45,7,0,0,40,0
6603,4.0,2.0,4.0,0.0,4.0,1.0,39.0,53,14,0,0,40,1
35198,4.0,5.0,4.0,1.0,4.0,1.0,2.0,42,10,0,0,60,0
31098,0.0,4.0,0.0,1.0,4.0,0.0,39.0,54,4,0,0,25,0
24862,4.0,2.0,4.0,5.0,4.0,0.0,39.0,47,12,0,0,55,1
38534,4.0,2.0,10.0,0.0,4.0,1.0,39.0,40,15,0,0,40,1
26150,4.0,2.0,4.0,0.0,2.0,1.0,39.0,33,13,5178,0,40,1
102,4.0,2.0,14.0,0.0,0.0,1.0,39.0,59,7,0,0,40,0
5074,4.0,2.0,1.0,5.0,2.0,0.0,39.0,41,10,0,0,40,0
32582,4.0,4.0,3.0,1.0,4.0,1.0,39.0,23,10,0,0,40,0
32105,4.0,0.0,10.0,1.0,4.0,1.0,39.0,48,13,0,0,30,0
9152,4.0,2.0,12.0,0.0,4.0,1.0,39.0,35,4,0,0,40,0
25097,4.0,0.0,12.0,1.0,4.0,1.0,39.0,39,10,4650,0,40,0
28700,4.0,2.0,3.0,0.0,4.0,1.0,26.0,61,8,0,0,40,0
39061,4.0,2.0,1.0,5.0,4.0,0.0,39.0,45,10,0,0,40,1
17818,4.0,2.0,4.0,0.0,4.0,1.0,39.0,40,10,0,0,40,1
5933,4.0,2.0,10.0,0.0,4.0,1.0,39.0,29,10,0,0,45,0
4411,7.0,2.0,11.0,0.0,4.0,1.0,39.0,23,9,0,0,38,0
11244,4.0,2.0,3.0,0.0,4.0,1.0,39.0,39,9,7298,0,50,1
30266,4.0,5.0,4.0,4.0,2.0,0.0,39.0,53,10,0,0,40,0
1928,0.0,4.0,0.0,3.0,4.0,1.0,2.0,19,10,0,0,24,0
37163,4.0,4.0,12.0,4.0,4.0,0.0,39.0,30,7,0,0,8,0
19729,4.0,2.0,3.0,0.0,4.0,1.0,39.0,53,9,0,0,50,1
15335,0.0,2.0,0.0,0.0,4.0,1.0,39.0,44,10,0,0,40,0
23390,0.0,4.0,0.0,4.0,2.0,0.0,39.0,30,7,0,0,40,0
15466,0.0,4.0,0.0,1.0,1.0,0.0,0.0,24,9,0,0,45,0
24368,0.0,4.0,0.0,3.0,4.0,1.0,39.0,17,6,0,0,35,0
37515,4.0,4.0,12.0,1.0,4.0,1.0,39.0,27,10,0,0,50,0
14075,4.0,2.0,3.0,0.0,4.0,1.0,39.0,31,9,0,0,65,0
37172,5.0,2.0,12.0,0.0,4.0,1.0,26.0,53,3,0,0,40,1
29185,4.0,2.0,10.0,0.0,4.0,1.0,39.0,59,11,0,0,50,0
10763,4.0,4.0,3.0,2.0,4.0,1.0,39.0,25,9,0,0,40,0
24506,4.0,2.0,1.0,0.0,4.0,1.0,39.0,32,9,2580,0,40,0
5579,4.0,2.0,1.0,0.0,4.0,1.0,39.0,40,10,0,0,40,0
21302,4.0,2.0,3.0,0.0,4.0,1.0,39.0,24,10,0,0,50,0
6035,7.0,4.0,10.0,1.0,1.0,1.0,19.0,24,14,0,0,20,0
6800,4.0,2.0,3.0,0.0,4.0,1.0,39.0,46,9,0,0,40,0
25462,4.0,2.0,3.0,0.0,4.0,1.0,39.0,50,10,0,0,40,1
23228,7.0,4.0,13.0,1.0,4.0,0.0,39.0,29,11,0,1590,64,0
38584,7.0,4.0,10.0,1.0,4.0,1.0,39.0,35,14,0,0,45,0
6009,4.0,5.0,8.0,4.0,2.0,0.0,0.0,36,5,0,0,40,0
12802,4.0,4.0,13.0,3.0,4.0,0.0,39.0,21,10,0,0,35,0
1892,4.0,4.0,4.0,1.0,4.0,1.0,39.0,27,9,0,0,48,0
1308,4.0,4.0,5.0,1.0,4.0,1.0,39.0,41,10,0,0,40,0
35587,7.0,4.0,4.0,1.0,4.0,0.0,39.0,54,16,0,0,40,1
38826,4.0,2.0,12.0,0.0,4.0,1.0,39.0,47,13,0,0,55,1
23234,4.0,4.0,7.0,4.0,4.0,1.0,39.0,34,9,0,0,40,0
14444,0.0,2.0,0.0,0.0,4.0,1.0,39.0,27,13,0,0,15,0
15737,5.0,2.0,5.0,0.0,4.0,1.0,39.0,43,11,0,0,88,0
17315,4.0,4.0,4.0,1.0,4.0,1.0,39.0,26,13,0,1876,38,0
4843,4.0,5.0,3.0,1.0,4.0,0.0,39.0,40,11,0,0,60,0
163,4.0,2.0,4.0,0.0,4.0,1.0,39.0,51,10,0,2002,40,0
21627,4.0,4.0,6.0,2.0,4.0,1.0,39.0,39,9,0,0,40,0
22165,4.0,4.0,12.0,3.0,4.0,1.0,39.0,25,10,0,0,20,0
23298,4.0,2.0,8.0,0.0,4.0,1.0,39.0,29,7,0,0,40,0
23924,4.0,2.0,10.0,0.0,4.0,1.0,39.0,46,16,0,0,70,0
21812,4.0,2.0,14.0,0.0,4.0,1.0,39.0,24,10,0,0,40,1
27031,4.0,2.0,3.0,0.0,4.0,1.0,39.0,55,6,0,0,40,1
14371,6.0,2.0,7.0,0.0,4.0,1.0,39.0,30,10,0,0,40,0
25572,7.0,4.0,10.0,3.0,4.0,0.0,39.0,23,10,0,0,6,0
6211,7.0,0.0,1.0,1.0,4.0,0.0,39.0,45,10,0,0,40,0
6900,5.0,2.0,3.0,0.0,4.0,1.0,39.0,60,10,0,0,20,0
34429,4.0,4.0,14.0,1.0,4.0,1.0,39.0,22,9,0,0,35,0
5547,4.0,2.0,7.0,0.0,4.0,1.0,39.0,27,9,0,0,45,0
8272,1.0,2.0,1.0,0.0,4.0,1.0,39.0,49,9,0,0,40,1
25767,4.0,0.0,14.0,3.0,4.0,1.0,39.0,51,5,0,0,40,0
37463,4.0,2.0,7.0,0.0,4.0,1.0,39.0,46,9,0,0,40,1
35444,0.0,4.0,0.0,1.0,1.0,0.0,39.0,30,13,0,0,99,0
10758,2.0,2.0,1.0,5.0,4.0,0.0,33.0,42,12,0,0,35,1
24500,4.0,2.0,10.0,5.0,4.0,0.0,39.0,26,13,0,0,45,1
27445,0.0,4.0,0.0,3.0,4.0,1.0,39.0,18,7,0,0,25,0
34238,4.0,2.0,14.0,0.0,4.0,1.0,39.0,36,10,0,0,45,0
33496,4.0,4.0,3.0,3.0,4.0,1.0,39.0,17,7,594,0,40,0
18163,4.0,0.0,8.0,1.0,2.0,0.0,39.0,49,9,0,0,40,0
25697,4.0,0.0,12.0,1.0,4.0,1.0,39.0,41,10,0,0,52,0
35109,4.0,2.0,6.0,0.0,4.0,1.0,39.0,38,9,0,2042,40,0
7221,6.0,6.0,12.0,1.0,4.0,1.0,39.0,67,13,0,0,30,0
36429,4.0,4.0,12.0,1.0,4.0,1.0,39.0,28,12,0,0,65,0
25538,5.0,2.0,12.0,0.0,4.0,1.0,39.0,51,12,0,0,38,1
14421,1.0,2.0,1.0,0.0,4.0,1.0,39.0,43,13,0,0,42,1
28678,4.0,4.0,8.0,3.0,4.0,1.0,39.0,21,10,0,0,40,0
5929,4.0,2.0,6.0,0.0,4.0,1.0,39.0,30,9,0,0,40,0
38094,4.0,2.0,4.0,0.0,4.0,1.0,39.0,38,10,0,0,45,0
37640,4.0,0.0,13.0,4.0,4.0,0.0,39.0,41,10,0,0,30,0
28129,7.0,2.0,3.0,0.0,4.0,1.0,39.0,50,9,0,1485,40,1
18662,5.0,2.0,12.0,0.0,4.0,1.0,39.0,64,2,0,0,20,0
28669,6.0,2.0,3.0,0.0,4.0,1.0,39.0,46,9,0,0,25,0
36493,4.0,4.0,10.0,4.0,4.0,0.0,33.0,39,7,0,0,30,0
15050,2.0,4.0,10.0,1.0,4.0,0.0,39.0,39,14,0,0,50,0
20619,4.0,2.0,1.0,0.0,4.0,1.0,39.0,47,9,0,0,38,0
1668,6.0,0.0,4.0,1.0,4.0,1.0,39.0,63,10,0,0,50,0
13027,4.0,0.0,7.0,3.0,2.0,0.0,39.0,52,9,0,0,35,0
22920,4.0,0.0,8.0,1.0,4.0,0.0,39.0,47,9,0,0,4,0
3239,4.0,4.0,12.0,3.0,1.0,1.0,25.0,19,10,0,0,35,0
16803,4.0,4.0,10.0,3.0,4.0,1.0,39.0,25,9,0,0,40,0
17416,4.0,2.0,3.0,0.0,4.0,1.0,39.0,35,9,0,0,50,0
23238,4.0,0.0,4.0,4.0,4.0,0.0,39.0,42,13,0,0,40,0
10647,4.0,0.0,1.0,1.0,4.0,0.0,39.0,39,10,0,0,60,0
19834,4.0,4.0,12.0,1.0,4.0,1.0,39.0,34,9,0,0,50,0
7012,0.0,6.0,0.0,1.0,4.0,1.0,39.0,76,5,0,0,25,0
10221,4.0,4.0,1.0,3.0,4.0,0.0,39.0,17,6,0,0,20,0
33276,4.0,0.0,6.0,1.0,4.0,0.0,39.0,37,7,0,0,40,0
19983,4.0,4.0,6.0,3.0,4.0,1.0,39.0,22,9,0,0,40,0
38372,4.0,5.0,4.0,4.0,4.0,1.0,39.0,38,10,0,0,40,0
13122,6.0,0.0,14.0,1.0,4.0,1.0,39.0,36,9,0,0,60,0
31708,4.0,2.0,4.0,5.0,4.0,0.0,39.0,57,9,0,0,38,0
12659,4.0,5.0,3.0,1.0,2.0,1.0,39.0,25,9,0,0,40,0
10434,2.0,4.0,8.0,3.0,4.0,1.0,39.0,18,9,0,0,60,0
29458,4.0,4.0,4.0,3.0,4.0,1.0,39.0,41,13,0,0,40,0
15450,4.0,5.0,13.0,4.0,4.0,0.0,4.0,33,10,0,0,50,0
25099,4.0,4.0,1.0,3.0,1.0,0.0,40.0,20,10,0,0,40,0
27252,6.0,0.0,8.0,4.0,4.0,0.0,39.0,33,11,0,0,99,0
34198,4.0,6.0,9.0,1.0,1.0,0.0,37.0,47,9,0,0,45,0
27983,4.0,2.0,1.0,0.0,4.0,1.0,39.0,68,10,0,0,40,0
19649,4.0,0.0,6.0,3.0,4.0,1.0,39.0,29,9,0,0,50,0
23101,4.0,0.0,4.0,4.0,4.0,0.0,39.0,30,9,0,0,40,0
35160,4.0,2.0,5.0,0.0,4.0,1.0,39.0,39,10,0,0,50,1
16218,4.0,2.0,10.0,5.0,4.0,0.0,39.0,51,12,0,0,40,1
25761,4.0,2.0,3.0,0.0,4.0,1.0,39.0,51,10,0,0,60,1
2375,0.0,4.0,0.0,2.0,1.0,0.0,39.0,21,9,0,0,24,0
16012,4.0,4.0,6.0,3.0,4.0,1.0,39.0,18,7,0,0,23,0
20952,4.0,4.0,7.0,1.0,2.0,1.0,39.0,43,6,0,0,40,0
4370,4.0,5.0,13.0,4.0,2.0,0.0,39.0,31,11,0,0,32,0
32795,6.0,2.0,5.0,0.0,4.0,1.0,39.0,52,10,0,0,60,0
10848,4.0,4.0,3.0,1.0,4.0,1.0,26.0,21,9,0,0,35,0
28858,4.0,2.0,3.0,0.0,4.0,1.0,39.0,36,9,15024,0,40,1
30583,2.0,2.0,1.0,0.0,4.0,1.0,39.0,54,6,0,0,40,0
28753,0.0,6.0,0.0,1.0,4.0,1.0,31.0,60,9,0,0,35,0
33500,1.0,4.0,10.0,1.0,4.0,1.0,39.0,39,12,0,0,40,1
35490,1.0,0.0,10.0,1.0,4.0,1.0,39.0,46,13,0,0,40,0
7303,4.0,2.0,4.0,0.0,4.0,1.0,39.0,31,13,0,1977,55,1
32868,4.0,2.0,6.0,0.0,4.0,1.0,39.0,28,10,5013,0,55,0
8925,4.0,2.0,3.0,0.0,4.0,1.0,39.0,47,10,0,0,40,0
18011,4.0,2.0,3.0,0.0,4.0,1.0,39.0,32,9,0,0,40,0
1116,4.0,4.0,12.0,3.0,4.0,1.0,39.0,32,13,13550,0,35,1
12730,4.0,0.0,13.0,1.0,2.0,1.0,0.0,41,9,0,0,40,0
19239,4.0,2.0,3.0,0.0,4.0,1.0,39.0,36,11,0,0,40,0
26883,4.0,0.0,4.0,4.0,4.0,0.0,39.0,45,10,0,0,64,0
4675,4.0,0.0,4.0,4.0,4.0,0.0,39.0,33,13,0,0,40,0
3644,4.0,0.0,8.0,3.0,4.0,0.0,39.0,22,9,0,0,35,0
323,4.0,2.0,4.0,0.0,4.0,1.0,39.0,53,14,15024,0,65,1
6384,4.0,2.0,8.0,5.0,4.0,0.0,8.0,33,9,0,0,38,0
35523,4.0,0.0,14.0,3.0,4.0,1.0,39.0,45,9,0,0,60,0
2397,4.0,4.0,12.0,4.0,2.0,0.0,39.0,28,8,0,0,40,0
16359,4.0,4.0,8.0,1.0,4.0,1.0,20.0,41,9,0,0,6,0
3202,2.0,2.0,1.0,0.0,4.0,1.0,39.0,41,10,0,0,40,1
21079,4.0,4.0,3.0,1.0,4.0,1.0,39.0,36,10,0,0,50,0
4419,6.0,2.0,10.0,0.0,4.0,1.0,2.0,39,13,0,0,60,1
6915,4.0,4.0,6.0,1.0,4.0,1.0,39.0,30,9,0,0,40,0
23937,4.0,2.0,12.0,0.0,4.0,1.0,39.0,66,14,0,0,40,0
31025,4.0,2.0,10.0,0.0,4.0,1.0,39.0,33,14,0,0,45,1
21387,1.0,0.0,1.0,1.0,4.0,0.0,39.0,73,9,25124,0,20,1
20154,4.0,5.0,12.0,1.0,4.0,0.0,39.0,33,13,0,0,50,1
11130,6.0,2.0,12.0,0.0,4.0,1.0,33.0,47,4,0,0,40,0
35847,4.0,4.0,8.0,1.0,4.0,0.0,39.0,25,13,0,0,60,0
25641,4.0,4.0,8.0,1.0,1.0,0.0,40.0,23,10,0,0,35,0
30321,4.0,4.0,8.0,3.0,4.0,1.0,39.0,19,9,0,0,30,0
26080,7.0,4.0,8.0,3.0,4.0,1.0,39.0,20,10,0,0,25,0
16911,4.0,2.0,7.0,0.0,4.0,1.0,39.0,31,9,0,0,40,0
3994,2.0,0.0,10.0,4.0,4.0,1.0,39.0,43,14,0,0,40,0
543,4.0,2.0,3.0,0.0,4.0,1.0,39.0,21,7,0,0,60,0
35724,4.0,2.0,3.0,0.0,4.0,1.0,39.0,28,13,0,1887,50,1
35710,4.0,0.0,10.0,3.0,4.0,0.0,39.0,41,13,0,0,40,0
19104,4.0,4.0,4.0,3.0,4.0,1.0,39.0,23,13,0,0,40,0
38990,4.0,4.0,12.0,1.0,4.0,0.0,39.0,24,9,0,0,48,0
18457,4.0,2.0,4.0,0.0,4.0,1.0,39.0,42,6,0,0,40,0
19122,4.0,2.0,7.0,0.0,4.0,1.0,39.0,54,9,0,0,40,0
6169,4.0,4.0,6.0,1.0,4.0,1.0,39.0,60,9,0,0,40,0
29568,4.0,4.0,8.0,1.0,4.0,1.0,39.0,38,13,0,0,20,0
4416,2.0,2.0,10.0,0.0,4.0,1.0,39.0,51,14,0,0,35,0
18337,4.0,2.0,7.0,0.0,4.0,1.0,39.0,40,10,4386,0,50,1
23221,0.0,2.0,0.0,5.0,2.0,0.0,14.0,36,12,0,0,21,0
25752,4.0,2.0,3.0,0.0,4.0,1.0,39.0,44,10,0,0,45,0
12647,4.0,0.0,14.0,2.0,2.0,1.0,39.0,59,8,0,0,35,0
32329,4.0,4.0,1.0,1.0,4.0,0.0,39.0,86,14,0,0,40,0
15405,4.0,4.0,8.0,3.0,4.0,0.0,39.0,21,11,0,0,20,0
33788,4.0,4.0,1.0,1.0,4.0,0.0,39.0,22,10,0,0,35,0
11386,0.0,4.0,0.0,3.0,4.0,1.0,39.0,21,10,0,0,30,0
24035,5.0,2.0,4.0,0.0,4.0,1.0,39.0,54,9,0,0,36,1
27912,4.0,0.0,3.0,1.0,4.0,1.0,39.0,28,10,0,0,40,0
14914,4.0,4.0,6.0,3.0,4.0,1.0,39.0,17,7,0,0,40,0
7614,4.0,2.0,3.0,0.0,4.0,1.0,39.0,31,6,0,0,40,0
16669,4.0,2.0,8.0,0.0,2.0,1.0,39.0,23,10,0,0,50,0
13996,4.0,4.0,6.0,2.0,4.0,1.0,26.0,33,10,0,0,40,0
24439,4.0,0.0,3.0,1.0,4.0,1.0,39.0,37,13,0,1980,40,0
19830,4.0,6.0,10.0,1.0,4.0,1.0,39.0,54,10,0,0,50,0
23913,6.0,0.0,8.0,1.0,4.0,0.0,39.0,40,15,0,2339,35,0
14078,0.0,5.0,0.0,1.0,4.0,0.0,39.0,40,4,0,0,8,0
19272,6.0,4.0,10.0,3.0,4.0,0.0,39.0,22,10,0,0,15,0
14124,5.0,2.0,10.0,0.0,4.0,1.0,39.0,53,16,0,0,40,1
23435,4.0,2.0,3.0,0.0,4.0,1.0,39.0,27,9,3137,0,45,0
10294,4.0,2.0,12.0,0.0,4.0,1.0,1.0,28,13,0,0,45,0
23676,4.0,2.0,12.0,0.0,4.0,1.0,39.0,54,9,0,0,44,0
30016,4.0,5.0,1.0,4.0,2.0,0.0,0.0,41,9,0,0,40,0
36649,0.0,2.0,0.0,0.0,4.0,1.0,39.0,68,4,0,0,30,0
19770,6.0,2.0,14.0,0.0,4.0,1.0,39.0,33,9,0,0,50,0
5248,1.0,2.0,11.0,0.0,4.0,1.0,39.0,34,13,0,0,60,0
12467,1.0,4.0,4.0,1.0,2.0,1.0,39.0,28,13,0,0,40,0
39059,4.0,2.0,3.0,0.0,4.0,1.0,39.0,34,9,0,1573,40,0
24835,4.0,2.0,8.0,0.0,2.0,1.0,39.0,55,7,0,1672,40,0
4523,1.0,0.0,1.0,1.0,4.0,1.0,39.0,48,9,0,0,40,0
22902,4.0,2.0,14.0,0.0,4.0,1.0,39.0,41,9,0,0,60,0
15276,4.0,4.0,10.0,1.0,4.0,0.0,39.0,24,13,0,0,40,0
4461,4.0,2.0,14.0,0.0,4.0,1.0,39.0,43,9,0,0,50,0
29392,4.0,4.0,1.0,1.0,4.0,0.0,39.0,48,9,2463,0,40,0
37154,4.0,2.0,4.0,0.0,4.0,1.0,39.0,35,13,0,1887,45,1
18454,4.0,4.0,1.0,1.0,4.0,0.0,39.0,23,13,0,0,40,0
21542,4.0,4.0,1.0,2.0,4.0,0.0,39.0,18,9,0,0,30,0
14388,4.0,2.0,4.0,0.0,4.0,1.0,39.0,69,10,20051,0,50,1
7426,4.0,4.0,4.0,1.0,4.0,1.0,39.0,24,13,0,0,50,0
18903,4.0,6.0,4.0,1.0,2.0,0.0,39.0,56,10,0,0,32,0
21995,4.0,4.0,7.0,3.0,4.0,1.0,39.0,37,9,0,0,40,0
8115,2.0,4.0,10.0,1.0,4.0,1.0,39.0,35,14,0,0,60,1
30768,5.0,2.0,1.0,5.0,1.0,0.0,35.0,53,13,0,0,50,0
38538,4.0,2.0,10.0,0.0,4.0,1.0,39.0,25,14,0,0,40,0
35029,4.0,2.0,7.0,5.0,4.0,0.0,2.0,61,4,3456,0,44,0
11941,0.0,4.0,0.0,1.0,3.0,0.0,39.0,17,7,0,0,20,0
37993,1.0,4.0,14.0,2.0,4.0,1.0,39.0,27,13,0,0,35,0
761,4.0,4.0,12.0,1.0,4.0,1.0,39.0,24,13,0,0,50,0
17845,2.0,2.0,10.0,0.0,4.0,1.0,39.0,48,10,0,0,40,1
7035,0.0,6.0,0.0,1.0,4.0,1.0,39.0,80,9,0,0,24,0
4785,0.0,2.0,0.0,0.0,4.0,1.0,39.0,50,6,0,0,99,0
7348,4.0,0.0,4.0,1.0,4.0,0.0,39.0,40,13,0,0,45,1
28156,4.0,0.0,10.0,4.0,4.0,0.0,39.0,46,14,6497,0,50,0
34062,4.0,4.0,7.0,4.0,2.0,1.0,39.0,25,9,0,0,45,0
22561,6.0,2.0,4.0,0.0,4.0,1.0,39.0,50,13,0,0,35,0
15940,4.0,4.0,4.0,3.0,4.0,1.0,39.0,25,13,0,0,40,0
386,4.0,2.0,6.0,0.0,4.0,1.0,26.0,39,2,0,0,70,0
11268,4.0,2.0,4.0,0.0,4.0,1.0,39.0,44,10,0,0,50,0
39043,6.0,2.0,14.0,0.0,4.0,1.0,39.0,40,9,0,0,75,1
37287,0.0,6.0,0.0,4.0,4.0,0.0,39.0,49,10,0,0,60,0
19351,4.0,2.0,3.0,0.0,4.0,1.0,39.0,41,9,0,0,40,0
16626,4.0,2.0,3.0,0.0,4.0,1.0,39.0,28,9,0,0,40,0
29009,4.0,4.0,7.0,4.0,4.0,1.0,39.0,21,10,0,0,40,0
15736,4.0,4.0,8.0,3.0,4.0,1.0,39.0,17,8,0,0,35,0
2280,7.0,4.0,10.0,3.0,4.0,0.0,39.0,20,10,0,0,20,0
35880,1.0,4.0,4.0,1.0,4.0,1.0,39.0,33,10,0,0,50,0
13183,4.0,2.0,10.0,0.0,4.0,1.0,39.0,44,14,7298,0,40,1
26390,4.0,2.0,10.0,0.0,4.0,1.0,39.0,64,16,0,0,60,1
36558,4.0,0.0,12.0,1.0,4.0,0.0,39.0,35,13,0,1980,65,0
19732,4.0,2.0,4.0,5.0,4.0,0.0,39.0,45,13,0,0,40,1
26036,4.0,4.0,1.0,1.0,4.0,0.0,39.0,25,9,0,0,45,0
13017,7.0,0.0,1.0,4.0,4.0,0.0,39.0,40,12,0,0,40,0
30421,4.0,2.0,3.0,0.0,4.0,1.0,39.0,42,6,0,0,40,0
15134,2.0,0.0,10.0,1.0,4.0,0.0,39.0,39,14,0,0,40,0
30304,4.0,4.0,10.0,2.0,4.0,1.0,39.0,29,15,0,0,50,0
26984,6.0,2.0,5.0,0.0,4.0,1.0,39.0,56,10,0,0,50,0
21398,4.0,4.0,10.0,1.0,4.0,0.0,39.0,34,9,0,0,30,0
37615,6.0,5.0,3.0,1.0,4.0,1.0,39.0,41,10,0,0,40,0
2886,4.0,0.0,14.0,1.0,4.0,1.0,39.0,48,9,0,0,46,0
13338,6.0,2.0,12.0,0.0,4.0,1.0,39.0,31,11,0,0,48,0
3852,6.0,4.0,1.0,1.0,4.0,0.0,39.0,30,10,0,0,60,0
5499,4.0,0.0,4.0,1.0,4.0,1.0,39.0,48,10,0,0,50,0
10323,4.0,2.0,5.0,0.0,4.0,1.0,26.0,48,2,3781,0,50,0
3416,4.0,2.0,1.0,0.0,4.0,1.0,39.0,38,9,0,0,45,1
29680,4.0,4.0,8.0,1.0,4.0,0.0,39.0,34,9,0,0,28,0
29365,4.0,4.0,8.0,1.0,4.0,0.0,26.0,32,3,0,0,40,0
13982,7.0,2.0,10.0,0.0,4.0,1.0,0.0,32,16,2961,0,99,0
26063,4.0,4.0,4.0,3.0,2.0,1.0,39.0,31,9,0,0,40,0
7004,4.0,6.0,12.0,1.0,4.0,0.0,39.0,68,8,0,0,30,0
20740,4.0,0.0,1.0,1.0,4.0,0.0,39.0,55,9,0,0,40,0
22507,4.0,2.0,3.0,0.0,4.0,1.0,39.0,27,9,0,0,53,0
3865,1.0,2.0,1.0,0.0,4.0,1.0,39.0,38,9,0,0,45,0
29204,0.0,6.0,0.0,1.0,4.0,0.0,39.0,66,11,2964,0,30,0
22926,4.0,4.0,6.0,3.0,1.0,1.0,39.0,29,9,0,0,26,0
35646,0.0,4.0,0.0,1.0,4.0,0.0,2.0,25,14,0,0,35,0
14362,4.0,4.0,12.0,1.0,4.0,0.0,39.0,22,6,0,1762,25,0
17558,4.0,6.0,3.0,4.0,2.0,0.0,39.0,62,9,0,0,40,0
12216,1.0,4.0,13.0,3.0,4.0,0.0,39.0,20,10,0,0,24,0
9245,4.0,4.0,13.0,1.0,4.0,1.0,39.0,33,10,0,0,70,0
936,2.0,2.0,10.0,0.0,4.0,1.0,39.0,30,13,0,0,80,0
17181,4.0,2.0,14.0,0.0,4.0,1.0,39.0,32,10,0,0,60,1
19140,4.0,0.0,6.0,1.0,4.0,1.0,39.0,32,9,0,0,40,0
23374,4.0,4.0,1.0,1.0,2.0,1.0,39.0,29,9,0,0,37,0
8498,4.0,4.0,1.0,1.0,4.0,0.0,39.0,27,9,0,0,70,0
32714,6.0,2.0,10.0,5.0,4.0,0.0,39.0,37,9,0,0,35,1
26585,4.0,2.0,3.0,0.0,4.0,1.0,31.0,44,9,0,0,40,0
36912,4.0,4.0,14.0,4.0,2.0,1.0,39.0,22,10,0,0,15,0
4548,7.0,5.0,10.0,4.0,4.0,0.0,39.0,48,13,914,0,40,0
997,7.0,4.0,8.0,1.0,4.0,0.0,39.0,20,9,0,0,40,0
16530,4.0,4.0,8.0,1.0,4.0,0.0,39.0,22,10,0,0,20,0
28511,0.0,4.0,0.0,3.0,4.0,1.0,39.0,36,9,0,0,40,0
16636,4.0,4.0,1.0,3.0,4.0,0.0,39.0,34,12,0,0,40,0
6529,2.0,4.0,10.0,1.0,4.0,0.0,11.0,33,14,0,0,40,0
36094,4.0,2.0,10.0,0.0,4.0,1.0,39.0,63,13,15024,0,45,1
4857,0.0,4.0,0.0,3.0,4.0,0.0,39.0,18,9,0,0,24,0
20470,4.0,2.0,14.0,0.0,4.0,1.0,39.0,44,9,0,0,40,0
1145,4.0,2.0,8.0,5.0,4.0,0.0,39.0,34,4,0,0,40,0
15833,6.0,2.0,12.0,0.0,4.0,1.0,39.0,66,16,0,2377,25,1
19129,4.0,4.0,7.0,1.0,4.0,1.0,39.0,49,3,0,0,45,0
4707,0.0,2.0,0.0,0.0,4.0,1.0,39.0,63,6,0,0,40,0
3652,4.0,2.0,1.0,0.0,4.0,1.0,39.0,42,10,0,1628,40,0
16427,4.0,4.0,8.0,1.0,4.0,0.0,39.0,35,10,0,0,65,0
10883,2.0,3.0,1.0,4.0,2.0,0.0,39.0,37,10,0,0,27,0
38712,6.0,2.0,3.0,0.0,4.0,1.0,39.0,33,13,0,0,40,1
15002,4.0,2.0,12.0,0.0,4.0,1.0,10.0,28,14,0,0,45,1
32149,4.0,2.0,12.0,0.0,4.0,1.0,39.0,34,9,0,0,50,1
8942,0.0,4.0,0.0,1.0,4.0,0.0,39.0,24,10,0,0,20,0
17004,2.0,2.0,11.0,0.0,4.0,1.0,39.0,35,10,0,0,40,0
24915,4.0,2.0,10.0,0.0,4.0,1.0,39.0,67,13,0,0,40,1
38057,6.0,6.0,3.0,1.0,4.0,1.0,39.0,59,9,0,0,24,0
7826,4.0,2.0,12.0,0.0,4.0,1.0,39.0,66,7,0,0,26,0
